seconds,vid_au4_mean,vid_au4_std,vid_au6_mean,vid_au6_std,vid_au12_mean,vid_au12_std,vid_au17_mean,vid_au17_std,vid_pitch_mean,vid_pitch_std,vid_yaw_mean,vid_yaw_std
5.0,,,,,,,,,-2.18537037037037,16.45225382942676,21.70734375,18.295294615984247
10.0,,,,,,,,,-3.5521072796934874,14.505611483787558,13.549137931034483,18.416902541575926
15.0,,,,,,,,,-0.7728758169934643,15.672258393558629,18.74172794117647,17.979450059041056
20.0,,,,,,,,,-0.5392156862745098,15.189477498113028,15.293461134453782,17.41664596933936
25.0,,,,,,,,,5.329629629629629,13.180640027168609,10.066517857142857,13.481638280577917
30.0,,,,,,,,,3.997410546139359,13.270835734107829,12.537672139830509,12.588970215618883
35.0,,,,,,,,,6.091787439613528,12.227390240623931,8.62866847826087,10.412861386319191
40.0,,,,,,,,,5.4974323062558375,13.116804973341706,14.406184348739496,14.23625156440865
45.0,,,,,,,,,5.262906846240179,13.931328195244875,13.300426136363637,14.315614429595406
50.0,,,,,,,,,9.52705938697318,10.644533738649306,10.264614762931034,9.285176722164033
55.0,,,,,,,,,9.474499089253188,10.070937047844929,9.867571721311476,10.062741249112651
60.0,,,,,,,,,-0.20167427701674287,15.468744779687123,15.714683219178083,16.26509455341148
65.0,,,,,,,,,10.297222222222222,9.845888604391748,9.485825892857143,10.400313133268085
70.0,,,,,,,,,10.906768837803321,8.590352758296817,7.736530172413793,8.835523732040226
75.0,,,,,,,,,12.868055555555559,4.490877833617286,6.613636363636363,4.139621826857093
80.0,,,,,,,,,12.770042194092825,2.85415973203579,6.234375,1.4275431191285095
85.0,,,,,,,,,11.237938596491226,7.4159117878096685,7.473787006578948,5.973692285190418
90.0,,,,,,,,,3.9183333333333326,12.748005389634153,5.7365625,5.250866701660589
95.0,,,,,,,,,-8.616593567251462,12.382364184312264,11.305818256578947,19.394144385154146
100.0,,,,,,,,,-6.587532299741602,13.857655415200094,11.06985828488372,15.303514740458677
105.0,,,,,,,,,-16.360243055555554,6.9150130167284365,20.231201171875,19.828667294921704
110.0,,,,,,,,,-1.3696969696969703,15.409301234122672,14.529119318181818,15.709666607414315
115.0,,,,,,,,,-1.720940170940171,15.474453315388487,14.393870192307693,15.414715459779664
120.0,,,,,,,,,-10.013386880856759,10.951343176587178,7.280873493975903,11.770939674336978
125.0,,,,,,,,,-6.524572649572649,15.315959077131831,19.653245192307693,15.800462738922224
130.0,,,,,,,,,-4.567251461988304,15.61110457992856,19.136348684210525,17.36704949471058
135.0,,,,,,,,,-6.208195819581959,15.613170892069778,17.752397896039604,16.286987193284002
140.0,,,,,,,,,-14.984590429845905,11.03875126950534,14.825501824817518,14.561374520536477
145.0,,,,,,,,,-8.318407960199004,15.624857803758953,11.54209421641791,11.551163654936019
150.0,,,,,,,,,-0.21468253968253959,13.210789801110373,12.181138392857143,12.444366613592209
155.0,,,,,,,,,-13.93162393162393,12.645438766018168,35.92518028846154,13.794225797667913
160.0,,,,,,,,,-14.37232905982906,12.496460315816188,36.40024038461539,13.662501651217513
165.0,,,,,,,,,-0.4569243156199681,15.059468817610218,18.763247282608695,17.338400939350215
170.0,,,,,,,,,-10.602112676056338,14.974810500870815,31.533340669014084,16.953554492230246
175.0,,,,,,,,,-9.34027777777778,15.517951981486052,30.85864955357143,16.89142804471442
180.0,,,,,,,,,-5.404761904761905,16.203000890752293,26.260841836734695,17.71364609882207
185.0,,,,,,,,,-3.913888888888889,16.613977039100625,24.98796875,17.73244399333047
190.0,,,,,,,,,-8.112975391498882,15.322731319825907,26.695784395973153,18.34926529956032
195.0,,,,,,,,,-9.769157088122606,15.097416193102314,30.852316810344828,16.04130796417251
200.0,,,,,,,,,-4.546428571428572,16.066341723767124,23.262723214285714,17.576537331948888
205.0,,,,,,,,,-4.253642987249544,16.16734311047922,22.118468237704917,18.25209010771952
210.0,,,,,,,,,-3.7497303128371087,16.68274755040953,24.868325242718445,17.719144018266526
215.0,,,,,,,,,0.7920227920227924,15.199631476884806,11.158653846153847,11.273687592697355
220.0,,,,,,,,,4.969478737997257,13.359475677324978,8.852719907407407,8.243094228775016
225.0,,,,,,,,,11.222222222222223,7.4923554207081855,7.5436422413793105,5.744259651197775
230.0,,,,,,,,,3.2383207070707063,15.19247445301505,11.858575994318182,11.887467286154212
235.0,,,,,,,,,9.23533950617284,9.862854958574921,6.917317708333333,5.529908860980978
240.0,,,,,,,,,7.48391812865497,11.371018658101027,11.5546875,10.442004105448252
245.0,,,,,,,,,-2.3095679012345682,15.971744041645783,13.320572916666666,12.761267038481217
250.0,,,,,,,,,0.35159465020576125,16.382964926345,19.487630208333332,16.108195512192967
255.0,,,,,,,,,-1.138454861111111,14.793279231794179,10.3956298828125,13.00501728177605
260.0,,,,,,,,,-2.8274482109227868,15.842034501108465,9.900357521186441,8.669180717905464
265.0,,,,,,,,,-0.6208513708513712,16.429898244721638,13.510653409090908,13.378927944246897
270.0,,,,,,,,,5.683035714285714,11.931431455936142,7.764927455357143,6.776780031537763
275.0,,,,,,,,,-1.769713261648746,12.672198232841772,2.387600806451613,10.150639642363593
280.0,,,,,,,,,9.620646766169155,9.635332687308136,7.217700559701493,5.891383358291446
285.0,,,,,,,,,0.06906906906906865,13.49505803904978,5.260768581081081,9.098298495613069
