seconds,vid_au4_mean,vid_au4_std,vid_au6_mean,vid_au6_std,vid_au12_mean,vid_au12_std,vid_au17_mean,vid_au17_std,vid_yaw_mean,vid_yaw_std,vid_pitch_mean,vid_pitch_std,vid_gaze_mean,vid_gaze_std
5,-1.757082985095072,0.042761541932906336,-2.8354401963283755,0.06549416983320364,1.6199378531179107,0.045115485762865344,-2.8632219850754024,0.06264946592628222,-0.0034747445583343506,0.001527878506319753,0.0534282926718394,0.0012715690903693283,0.587764076791391,0.14637178623822159
10,-1.6834214545044617,0.04545543896168447,-2.701304707123995,0.05132613387635425,1.5793664613978309,0.030732041730111563,-2.8125596919175577,0.1002394357430796,-0.0008285713195800782,0.0016008159261579784,0.0548245628674825,0.0014196620742132036,0.47612363614321834,0.23645180409694921
15,-1.7148543068405968,0.031545186314011917,-2.7751902150344865,0.05208663891476909,1.6340860446742649,0.027098212702223463,-2.741630394662267,0.05793395473111091,0.0010753613710403442,0.0004474059083384641,0.05572808216015498,0.0009966480880666368,0.6351068701928917,0.09328709339792089
20,-1.7011962924937984,0.04473033765663882,-2.799871256297734,0.057837635135453085,1.6299037286720386,0.03604172652977851,-2.7763792142907495,0.11330802182012442,0.0009458986918131511,0.0006083472407864436,0.05455025840550661,0.0029218874154986097,0.6248475926753319,0.09192483243796269
25,-1.6381722203155793,0.06776906559698269,-2.6928562709670505,0.09347390306426646,1.589186109709955,0.060395779786650255,-2.5543125008732788,0.07395556630201039,0.006201455096403758,0.0005883737707709683,0.052199871763587,0.0014077251459376915,0.5223391940624231,0.1710580146425178
30,-1.6105547155468984,0.04105666328825553,-2.692639594570053,0.06696420407952396,1.5399040918128448,0.038562262916431625,-2.5411516766354656,0.056559777445867376,0.0055905675888061526,0.0003990422630999043,0.05453616380691528,0.001472819960729692,0.24139220827518879,0.03932360176907508
35,-1.6819287375575163,0.04227201585595635,-2.7556653617048044,0.062093839987394706,1.5631977371256016,0.039413253694174394,-2.5027877093261583,0.10919134374233985,0.0035275443394978843,0.0035407776591389654,0.05610472363730272,0.0032684842736426913,0.321673181336445,0.14781326269399528
40,-1.6058161233738504,0.056909001710776536,-2.6930864329863557,0.09248309345605896,1.6360608531822087,0.03181669227595603,-2.4759023323280367,0.12244525217606952,-0.009059491654237112,0.0023834545529941883,0.051290314296881356,0.0025984024733244353,0.5719795074897458,0.06785926325337667
45,-1.603601308360401,0.04336422211055775,-2.6446099339408806,0.04832331390768168,1.6052605384516525,0.035051220931694806,-2.4939076737312993,0.05627258017303752,-0.009681622286637624,0.00040338444490295786,0.05013969878355662,0.0008355764363973494,0.24333079166771873,0.21356593623511558
50,-1.6010237915869103,0.04771411743980388,-2.694991953344176,0.09513260876055422,1.5682062289053136,0.048953746557420554,-2.6038505540465153,0.16839485984244934,-0.00015716582536697387,0.0067867065316920055,0.04713201389958461,0.0023697514253607343,0.3243642440343978,0.22743176559077227
55,-1.651737850690739,0.03605270644617867,-2.7613120434744785,0.05236420752273131,1.5982913675208428,0.03654201516882229,-2.609554880277747,0.056199447634473584,0.005543488562107086,0.0004268349646739678,0.05011279085030158,0.0012781235594015144,0.6221634824812937,0.1028251722028362
60,-1.6353073590436125,0.04531712733650816,-2.740173349458518,0.06426163061314459,1.5801673265421627,0.04497825177110887,-2.5785100795805143,0.08272578831001108,0.005822916458917144,0.0006173285519527762,0.04923819069244317,0.0014572039521411051,0.4934188463857779,0.19149443962559257
65,-1.677538557633977,0.052181875277499915,-2.7692236454795016,0.06717372908784226,1.6116618776361178,0.037315965555612875,-2.5435804927259253,0.051202751482302834,0.006099381645520528,0.0003724627132294699,0.049402181878685954,0.0008324904184473626,0.633728687015208,0.024029828168139842
70,-1.709963253723571,0.05411341790302,-2.819420416564226,0.05697561027690028,1.6223300644033125,0.03301373450732303,-2.5773536755417905,0.055987448914665096,0.0056476381421089175,0.000327476679556135,0.04920765238503615,0.0010369598097046857,0.5946924669742867,0.08306372529932339
75,-1.6964302399525313,0.059202707065045344,-2.806231105521133,0.055895566309876486,1.625195269574097,0.0315844162995428,-2.586075636389904,0.04274146299882205,0.005799913505713145,0.00025347383204595144,0.04988152953485648,0.0009206427886822956,0.6098285950258562,0.04883990834623501
80,-1.6520398535767133,0.04939122146449402,-2.729180902845964,0.0589868668104719,1.5719789314413277,0.0312712331145795,-2.5241592083830193,0.05901067614182258,0.005969162881374359,0.00026336243895145115,0.050128199085593225,0.0008449042903729626,0.6372017593039323,0.024645968732845885
85,-1.639975107320324,0.04676175635462208,-2.7557776871106188,0.06521932454731032,1.5783667073474852,0.035676312314476016,-2.5759678541463904,0.07135230578669688,0.005725322167078654,0.0005388210936884819,0.0507272577782472,0.0013933146985175067,0.6093087630057172,0.06860878487526229
90,-1.6170175292981221,0.05135949490623736,-2.730835334121335,0.06468284172000113,1.567487508491426,0.04104744304556607,-2.5716445039058096,0.0524997506564863,0.005760873357454936,0.0005723163223579697,0.05266554484764735,0.0017545669568424954,0.5683435603140916,0.14370682404352317
95,-1.6684579784796325,0.05570927839098661,-2.774683979755303,0.06374045750403759,1.622820975687526,0.09588036377454409,-2.7002766352311633,0.26500382452536364,0.0037252663572629294,0.00530674667289609,0.05107632992168268,0.002179485583644494,0.517723053336536,0.1927316441347486
100,-1.6085218434741917,0.06360204759742191,-2.7163808584341895,0.09069025044154999,1.8469575115394514,0.1168062652123983,-3.109998431845345,0.18507551526503965,-0.008180062075455984,0.0022914495068134394,0.05211584880948067,0.003465797818085077,0.09901246395999744,0.0273803637855696
105,-1.5872712920842034,0.08337265995301729,-2.775442675302769,0.1060770408185403,1.7561002647853199,0.06815354663214084,-2.995111516211707,0.2240628758359351,-0.005285891691843668,0.007117733757011753,0.04755382088323434,0.003879064083808672,0.1160398760592427,0.06441853728183988
110,-1.5684084727930454,0.055928877337681614,-2.7437396569204338,0.10395844979764039,1.7715149967807344,0.0784225132462577,-2.9258617016875412,0.17820299455536084,-0.0071503308415412905,0.0006794503279749297,0.04529746289054553,0.0016954474577366332,0.15130098706122128,0.15625592103262018
115,-1.5282445957263737,0.07013902767408699,-2.7330289896469964,0.1187978977771877,1.725957884909321,0.0813401863138507,-2.851329892718769,0.18097268558771462,-0.007521229982376099,0.001018790234074105,0.04285685216387113,0.0024899635913378463,0.13799696580427429,0.14952753720896117
120,-1.5841560009335043,0.06580326180141607,-2.758024558169669,0.07244540126944092,1.7755511278397353,0.06845862770111663,-3.034463720624691,0.14643966944950126,-0.0059728768467903134,0.0017565748472937938,0.04609094028671583,0.0034552050962359648,0.18772605621475197,0.20156115770458294
125,-1.5954558017169944,0.05845060026869203,-2.803062695778048,0.09190108179539697,1.7255618475496441,0.0656356697173285,-3.0241632641060803,0.17323291624864112,-0.00579711526632309,0.00323680741526219,0.04455572740485271,0.0028703314586995153,0.15413725320876875,0.1812258209733902
130,-1.6208589586968776,0.0653622082170568,-2.783369014633911,0.08365469671089971,1.6751165712046237,0.05231923055173642,-3.121098498566248,0.134104051744684,-0.0016367412606875101,0.003786402289582153,0.04520350662370523,0.003383061210180277,0.12466690803996265,0.14890347374015137
135,-1.614159759446209,0.05752093363018395,-2.8148406451149035,0.06670984572654208,1.7021901498979328,0.09233776653577182,-3.142112736567754,0.1419919396349545,-0.0009211534951008907,0.0022790689681625276,0.04591863508634016,0.002536943521676438,0.2544899551027848,0.23872077531279445
140,-1.5667141561457696,0.07642709900479194,-2.7477282391319666,0.08804808612555233,1.7447966225261682,0.06622691509112379,-2.989537653051553,0.20389329447482069,-0.004155309995015463,0.0009807912321525352,0.04275460992008448,0.0015137914758323566,0.16030792235297806,0.18999106325041182
145,-1.616802886420338,0.0547582384357615,-2.7878305560640397,0.08171371785558555,1.7349013667048165,0.0622810873806008,-3.016673704525024,0.11081006689819112,-0.005567336976528167,0.0009524530108424166,0.04640867258111636,0.0015665742550058073,0.11985262121791312,0.08807585530131416
150,-1.5554251117507547,0.06250033939046033,-2.7392783950618123,0.09486267073863565,1.779283794098793,0.06653240764491822,-2.9868882772823304,0.19004942083624826,-0.006321118181983896,0.0022003826279005925,0.04287044603952626,0.0034778666531541636,0.35455363884221774,0.20510173719025482
155,-1.5684454296873105,0.08218779939482528,-2.7691733135996306,0.08512171081304826,1.6552010628659335,0.0638730613617438,-3.029504981679182,0.22869745791149756,0.0025362813432744684,0.0027978691791192365,0.042011412235614436,0.00487887026329672,0.16711660495931982,0.15752026807543237
160,-1.6413398842186842,0.049196067890567234,-2.7968777076133753,0.09271716355671066,1.73946554929155,0.0645202459971476,-3.013579660270597,0.20602312491370514,-0.003425289491812388,0.0028636501572166075,0.047728266070286435,0.001992670748541484,0.1493139797922276,0.13958604368371935
165,-1.566768211932709,0.04947384213522473,-2.6845693855938615,0.08531824223672296,1.7358109286076606,0.05437279939435664,-2.830701133954486,0.1950018609574245,-0.0069676015774408975,0.0005285660770468186,0.04707613490521908,0.0014428135484153687,0.10567121247987736,0.032356545703815714
170,-1.637292974260531,0.06225718591718952,-2.80676467720719,0.09797342645536032,1.7345805573290192,0.04361163659382544,-3.124812675847883,0.18670756109599485,-0.004741620421409607,0.0018186263826989158,0.04697337334354718,0.0034850561746725336,0.2070220214199458,0.2307692693117483
175,-1.6501693478422623,0.04291190925949479,-2.7777421130569664,0.11186024185602114,1.6893327798019449,0.0416685771177031,-3.145745416243338,0.15649217325868217,-0.0037529067198435466,0.0007414672454801877,0.05070603668689728,0.0017274260082282482,0.21833765536747995,0.19060030355999172
180,-1.5483783254020633,0.1202786118917565,-2.766777582334649,0.14763136388800227,1.6882162945918608,0.039049704111743994,-2.8437618958583344,0.21244119998334743,-0.010249406099319458,0.004944888065838782,0.042899011274178826,0.005800778480333289,0.5877311482036782,0.04319684566276499
185,-1.594712438490912,0.08860989063587375,-2.902024870326682,0.1277921978151598,1.7371435064243288,0.04865397734583521,-3.23959050101226,0.22120918846376306,-0.0027070416965418393,0.006745262479622484,0.04043659629921118,0.0031242367882318937,0.4482448667579665,0.2141999491825446
190,-1.6108713547364077,0.07248729759333122,-2.8582574037326065,0.07559549759196248,1.8133091296069517,0.05425995540593973,-2.912663020110312,0.26758464821631417,0.00802511751651764,0.0019199915227512863,0.050020260959863665,0.006078721664794123,0.5464732281409086,0.07867748310306295
195,-1.6666125075276719,0.05327577616160599,-2.7086244596883913,0.07341936500678523,1.6865226214635713,0.09063269651043991,-2.7142006924616955,0.19497160402722544,0.004279751380284628,0.0009539707992014184,0.057049770951271055,0.001295800539886955,0.21965630297994834,0.16742148293853684
200,-1.6061650072499727,0.06118462477528884,-2.697913101296105,0.0913970627422027,1.636962993707316,0.07783468718732221,-2.377016192888106,0.1509602514095728,-0.0039321597417195635,0.008748195416573974,0.05337394133210182,0.005601479660692956,0.3689101732251998,0.19255964936438236
205,-1.5658595623897864,0.034013381904372066,-2.7110831176231986,0.06785549181512891,1.7175600166683687,0.028677433755797968,-2.5010048458461767,0.09193735910918678,-0.011067591508229573,0.0005342022094486214,0.04891065537929535,0.002257231169162599,0.542994030508211,0.057887589590758896
210,-1.619285922691152,0.02827622663001819,-2.788943001699557,0.06610930645420213,1.7091171743602869,0.030448480127356885,-2.565516644127722,0.04031223213958505,-0.010936753749847412,0.00039700024394939514,0.05062103117505709,0.0008858122657930103,0.5615751472218924,0.04290685188846719
215,-1.5765707379607772,0.05597889981476624,-2.6371599292022876,0.07350918975507324,1.6809279053150874,0.03542372386959209,-2.501542431048641,0.043627586986345564,-0.01071171740690867,0.00032280989371162,0.053405333956082664,0.0017847753913439984,0.474255245121999,0.15248403377064282
220,-1.5828112688725586,0.05441762303992323,-2.611048181434659,0.1135714545646856,1.6167066994682466,0.04280990035689124,-2.242389741722562,0.1033323616348688,-0.011441735923290253,0.0006102711363535197,0.05367842212319374,0.003244617332552676,0.12470370392381767,0.02271658491208234
225,-1.5514919722611167,0.04920477606308832,-2.534635238706985,0.08349271996762223,1.5550792752947005,0.02839162723318399,-2.181033901566778,0.03831823550680189,-0.011157653133074442,0.000498547658810978,0.056507906367381414,0.0006479729473505816,0.12621611435677974,0.020464439706118467
230,-1.611371722003804,0.028150703156886284,-2.598050310849314,0.07028639208685536,1.5439207564295423,0.041644432602530666,-2.2933029885263054,0.11362201836731675,-0.011097759902477265,0.0005769782143686261,0.05589630792538325,0.0015739969304721093,0.24781043861483407,0.18709016147946622
235,-1.7300289123697155,0.04284830777340106,-2.831067874800568,0.10783344810163395,1.6230959303784773,0.0521280081082616,-2.8332574900278664,0.11406540054739511,-0.0018939046065012614,0.002739982618062645,0.051887330301105976,0.002630869106698241,0.5038144573688091,0.25514258692136305
240,-1.6412954413535352,0.02821167848931999,-2.6283457568648814,0.04025113493726378,1.5530567866214422,0.028676489014038024,-2.652303280491762,0.03823940876796132,-0.005028409560521444,0.0002606076913362099,0.056193693031867345,0.000641229567608634,0.1496044611590511,0.020914101943218483
245,-1.6070015461596292,0.036643721519377975,-2.615910175423017,0.06384891866959934,1.5403612474653061,0.030690411491969802,-2.4952604598007575,0.1374158322865137,-0.0073121797045071915,0.002552178791527515,0.054234484285116194,0.0032997472895696213,0.12491573499892478,0.02012829104619199
