seconds,vid_au4_mean,vid_au4_std,vid_au6_mean,vid_au6_std,vid_au12_mean,vid_au12_std,vid_au17_mean,vid_au17_std,vid_pitch_mean,vid_pitch_std,vid_yaw_mean,vid_yaw_std
5,,,,,,,,,14.305555555555557,1.6189941245442014,3.6484375,3.5626798885503663
10,,,,,,,,,16.49074074074074,1.2898982318615972,3.4453125,2.8667617190666985
15,,,,,,,,,14.861111111111109,0.44704102609530794,5.3203125,0.1830527267790622
20,,,,,,,,,14.666666666666666,1.522465511782747,5.109375,0.338020432074749
25,,,,,,,,,16.435185185185187,0.7558074198941663,4.4921875,0.11561444208553705
30,,,,,,,,,15.796296296296296,2.2536550102777024,2.03125,2.235098768266461
35,,,,,,,,,16.509259259259256,1.4235490049686823,1.5078125,0.9681512766769715
40,,,,,,,,,15.435185185185185,0.23949105845143598,1.6328125,0.2911663305247533
45,,,,,,,,,15.305555555555555,0.6532208897947127,2.3984375,0.7935362039826852
50,,,,,,,,,14.472222222222223,1.0080692950902261,2.2890625,0.8999308241644187
55,,,,,,,,,14.89814814814815,0.6627974136360492,2.4140625,0.7441175562369161
60,,,,,,,,,16.27777777777778,1.333333333333333,2.75,0.6045481913172842
65,,,,,,,,,16.287037037037038,1.7412331848765186,1.8046875,0.8756972668251284
70,,,,,,,,,12.712962962962962,0.845436795086183,5.0546875,0.2911663305247535
75,,,,,,,,,15.907407407407407,0.920167277689248,4.578125,1.011168105460215
80,,,,,,,,,13.981481481481481,0.662797413636046,4.71875,0.5412658773652742
85,,,,,,,,,14.324074074074074,1.521536071363708,5.7734375,0.5200449762700818
90,,,,,,,,,15.962962962962962,1.0468697215947018,4.8125,1.0664277126961068
95,,,,,,,,,13.370370370370372,1.476757514692796,5.078125,0.3058870617258108
100,,,,,,,,,16.740740740740744,1.2970566553077738,2.0,2.2153500578703698
105,,,,,,,,,14.620370370370372,2.59098826022216,4.2578125,2.621475032811919
110,,,,,,,,,13.268518518518519,1.2064427525690296,4.1328125,1.9643272494594044
115,,,,,,,,,14.814814814814815,1.239876703016525,1.375,0.8876389085834678
120,,,,,,,,,14.064814814814815,2.6724955585160592,2.0234375,0.2911663305247535
125,,,,,,,,,12.416666666666666,0.4914390559153922,1.4296875,1.2198762824693534
130,,,,,,,,,13.574074074074074,0.776950618362895,0.640625,0.2020705805683994
135,,,,,,,,,15.425925925925926,0.2520492146077072,1.5,0.836229505073966
140,,,,,,,,,15.342592592592593,1.1812361872382475,3.4765625,2.930749807403175
145,,,,,,,,,12.59259259259259,0.42522083345203915,7.4375,0.40209716351430536
150,,,,,,,,,11.648148148148147,0.40476838878508176,4.546875,0.5370205892526373
155,,,,,,,,,11.125,0.41247895569215187,4.30078125,0.5469029010739703
160,,,,,,,,,11.416666666666666,0.11785113019775875,5.5078125,0.03314563036811941
165,,,,,,,,,11.444444444444443,0.19444444444444428,5.203125,1.4138466686114692
170,,,,,,,,,11.037037037037036,0.5894738534221116,4.65625,0.2393992725944463
175,,,,,,,,,11.125,0.5303300858899106,5.02734375,1.2761067691725976
180,,,,,,,,,10.61111111111111,,5.203125,
185,,,,,,,,,11.61111111111111,0.23570226039551626,4.359375,0.6629126073623883
190,,,,,,,,,11.435185185185185,0.08486251286955229,4.0234375,0.6910420121092495
195,,,,,,,,,10.685185185185185,0.4724944748953,4.265625,0.3247595264191645
200,,,,,,,,,11.638888888888891,1.314390907146776,3.1640625,1.8336754681939358
205,,,,,,,,,12.055555555555555,,4.453125,
210,,,,,,,,,16.787037037037038,0.395122005432443,2.1953125,0.7063727078134813
215,,,,,,,,,15.38888888888889,,3.1875,
220,,,,,,,,,13.25925925925926,1.894259793325365,5.1875,1.1463629221231597
225,,,,,,,,,11.870370370370368,0.5287515383433049,0.953125,2.503793508577285
230,,,,,,,,,12.5,0.9345891022922624,1.0468750000000002,2.705111264463072
235,,,,,,,,,7.638888888888889,,6.867187500000001,
240,,,,,,,,,7.75,0.6285393610547092,6.890625,0.29831067331307476
245,,,,,,,,,,,,
250,,,,,,,,,14.097222222222221,0.33391153556031483,-0.45703125,0.08286407592029854
255,,,,,,,,,12.851851851851853,2.7473799715035643,1.84375,0.944020294488551
260,,,,,,,,,12.879629629629628,1.7970597842900933,2.1953125,1.5306918625657484
265,,,,,,,,,15.055555555555557,0.9183486252675864,1.75,0.45947862351664415
270,,,,,,,,,16.046296296296294,1.3970132750031339,2.1796875,0.7673768223630422
275,,,,,,,,,17.314814814814813,0.3394500514782111,2.296875,0.5625
280,,,,,,,,,14.694444444444445,1.0141742368627051,1.4609375,0.7703537007237324
285,,,,,,,,,17.740740740740744,0.49091541265968597,0.796875,0.9745604477949277
290,,,,,,,,,13.046296296296296,1.2336377668982463,4.1796875,0.9066203445868342
295,,,,,,,,,17.444444444444443,0.6130021247420526,2.015625,0.7833175765813314
300,,,,,,,,,15.898148148148147,1.0439173216714033,2.7265625,1.171953122396007
305,,,,,,,,,16.14814814814815,0.882937251054916,2.84375,1.3333307901993976
310,,,,,,,,,15.361111111111112,0.12729376930432806,3.6328125,0.34684332625661113
315,,,,,,,,,16.40277777777778,0.844599766417264,2.49609375,1.4086892906450752
320,,,,,,,,,16.249999999999996,1.3611111111111098,3.8359375,1.1078609827190637
325,,,,,,,,,17.09259259259259,0.6817355605259235,3.203125,0.5346285034664258
330,,,,,,,,,17.527777777777775,0.36746545987008106,1.6953125,1.3759096777791229
335,,,,,,,,,16.962962962962965,0.430630220527167,2.421875,1.5896661832657666
