seconds,vid_au4_mean,vid_au4_std,vid_au6_mean,vid_au6_std,vid_au12_mean,vid_au12_std,vid_au17_mean,vid_au17_std,vid_yaw_mean,vid_yaw_std,vid_pitch_mean,vid_pitch_std,vid_gaze_mean,vid_gaze_std
5,-1.427595508386798,0.04267618073205471,-2.372137833898727,0.05573530095112719,1.320265807729315,0.06532174028995763,-2.5240121894962235,0.18016836847295467,-0.0007578366994857788,0.0006761533892000612,0.04274009441335996,0.001735000869029279,0.3702891599487805,0.1141603513727303
10,-1.417201387944827,0.06341377737980798,-2.374988173828138,0.06341954723527508,1.3681418087463817,0.06974477004134237,-2.607609220706926,0.14318554236728556,-0.00038990437984466554,0.0005928477026520438,0.04331548099716504,0.0016842826721663727,0.26569187272807976,0.1561019924417667
15,-1.4279548655145022,0.045928459350495575,-2.399671205933433,0.05437782608541705,1.372732685290971,0.05855612365896093,-2.578180974831437,0.15055349720037653,0.00042324960231781005,0.0009397640518099413,0.04482218722502391,0.0028604924747405694,0.3014452491232509,0.0768771258028287
20,-1.476817868796976,0.07948878250121827,-2.390713620140014,0.04983564229408804,1.3510286209423263,0.06151950642285499,-2.6162967285030745,0.12646537437615693,0.0005309228102366129,0.0007908337726862355,0.04312394777933756,0.003377320536227375,0.3225097446887,0.11316963761024247
25,-1.401161824929167,0.08159450286093806,-2.350555863541649,0.05156646365741396,1.3051053769529881,0.05469369736537528,-2.534671001202177,0.1412027348895946,0.00038489003976186116,0.0008740476050360445,0.043179817547400794,0.00327844407648187,0.31152294715065354,0.16154641326836022
30,-1.3416084431217394,0.06903147025702215,-2.3473998176145674,0.047737359554459895,1.3243361308192945,0.051375901856979884,-2.5372611071897144,0.1290113469667132,0.001492849588394165,0.000987502038455943,0.03895122582713763,0.002997116860480959,0.30688215383923684,0.1658211059010892
35,-1.3183678445664553,0.06696104812623023,-2.345332754216267,0.04371747344407763,1.2674298220883011,0.08349132364863837,-2.5344437731805387,0.1709376042011946,0.002043690880139669,0.0022372355133789645,0.03894039804736773,0.0017674251137824474,0.36644710960595733,0.12832572516260035
40,-1.3765968997247902,0.0628144182685534,-2.383037484531352,0.06887328845781805,1.395057971578575,0.07040811021152377,-2.6620699553649807,0.16398937303109226,-0.0007986197868982951,0.00306766961457826,0.04270881697535515,0.0026459004934021165,0.2597034183998034,0.17593502826798427
45,-1.3083081662908278,0.03303897474877773,-2.38732633957874,0.05177321826757475,1.2825607811181239,0.05892640192917399,-2.6198979599458063,0.15464831988473204,0.0016555531819661459,0.0018016880243632326,0.039378885527451835,0.0022711402719350995,0.3672242390348149,0.13337283600133715
50,-1.3191286616841673,0.0440241377093019,-2.3832437535735664,0.056312650661512455,1.307338547083986,0.053416314427175954,-2.612420570392481,0.13482452830570393,-0.00014415604842675698,0.004459904905888049,0.03796343520485066,0.0026185805364785037,0.42866746165477265,0.14504852081814756
55,-1.3403104991689296,0.06732081344878282,-2.3622740618954237,0.05391480504356128,1.3343983442666942,0.06502294835621664,-2.6273379304674327,0.17926043312739184,-5.6276917457580564e-05,0.0017091396369971863,0.04035284300645192,0.003656406711656592,0.3812963672123436,0.1791148673143639
60,-1.3396241980856827,0.05008937965546761,-2.3638758840478613,0.05965256464315374,1.2980822604964166,0.05386728082741361,-2.5436557035253355,0.17156242072959235,2.010206381479899e-05,0.0011843751884815235,0.041273328016201656,0.002303097845634025,0.42074733352244986,0.1754240658065069
65,-1.3470270134197961,0.051322812178369044,-2.363049484611909,0.050323922386963496,1.3305046683335042,0.07425228044151698,-2.6644618272108787,0.1565167917572409,-0.0016671464840571086,0.0009198478361743176,0.039024165868759154,0.001640867381959807,0.3322181577890163,0.16793039908080307
70,-1.4425950801327738,0.046814517963477645,-2.420971075516509,0.0606820860208585,1.3519085430590507,0.043287858579425645,-2.6315835323127943,0.1595772414577869,-0.0003025062878926595,0.0011993198523169602,0.04296024849017461,0.001511368313332269,0.3052263212670156,0.1321310281257327
75,-1.3280347021196421,0.06368449748513294,-2.3099489953018724,0.08630559107567778,1.2882068190720595,0.07716209067534031,-2.5890119536432876,0.2158527292549588,-0.0013888881310520555,0.005184504594328323,0.038468805235504305,0.003954870684215413,0.4055848607666069,0.16347657287502443
80,-1.3316412150281598,0.05438730438819541,-2.3584368458210956,0.0660943917427279,1.3053315921411377,0.06986796354452869,-2.637588881519475,0.14519610660341511,-0.0014117081351831657,0.004516645667025848,0.04059923916649656,0.0033207127434740414,0.42370033665796275,0.13641539939334796
85,-1.3014702859582603,0.05343536845000639,-2.3853394787234743,0.06452218721255566,1.313974512029285,0.056756241922924854,-2.6251424626138204,0.12240474819355097,0.0016283965110778808,0.0011287311758859761,0.03640754948059718,0.0025362610262657788,0.326826867811008,0.17218163013623888
90,-1.3018665995859975,0.05229022035178196,-2.3700072582682425,0.0758225896319863,1.2624654550173289,0.07111666204720751,-2.616093390958497,0.13913358890518027,-0.0012768763303756714,0.002839361975453429,0.03687440425157547,0.002837966858066507,0.39880826219681215,0.168233003057369
95,-1.3433730752250097,0.04541235602411447,-2.3735347623470004,0.05670725361262458,1.2788710774100742,0.04134359895397877,-2.628038066586846,0.1365484138212337,-0.0008227209250132243,0.0023293270110611715,0.03885253474116326,0.0023548346618687,0.19961766594840188,0.1693633978709185
100,-1.3545236740499549,0.0794683600375158,-2.3861113250184,0.054991660385242024,1.2974726402820393,0.06349789713483997,-2.6577000377897364,0.1781568060387224,-0.0008039561907450359,0.0009805754407116018,0.03860580588380496,0.004402750907260003,0.2557304261947358,0.14173645079137837
105,-1.3764170326205902,0.05193596565183437,-2.3682564701832054,0.07212800642110548,1.311429719011163,0.06589730075784528,-2.5482521847946944,0.1468706558464205,-0.0004929302053319083,0.0014206542434417543,0.04219417687919405,0.0033371575599203695,0.18075513747032046,0.07601239093776614
110,-1.4181962019707994,0.06815656777877582,-2.402181622536413,0.04943074342920374,1.3480794907463924,0.0679227054695153,-2.625101979511299,0.15971506715180336,-0.0003139833609263102,0.0011673664027342615,0.04323419819275538,0.0033321547843543483,0.2730120239605492,0.16079983148762053
115,-1.4334692671193294,0.09807965730025985,-2.310290950964888,0.10148100197058907,1.3488051883847196,0.0866465744914193,-2.5207542406860473,0.2428035106410527,-0.001294947862625122,0.0013541874633617628,0.04708681543668111,0.010057179583264427,0.17861558044196402,0.0989462039543147
120,-1.3565731473727884,0.03824093038800517,-2.3768256779774735,0.05498377790844162,1.4165221913662427,0.06616808434651873,-2.6926166619069445,0.11222843954804916,0.000405120054880778,0.0015224354063228735,0.040152848064899445,0.002219658696113163,0.12695938922611602,0.05791327440695398
125,-1.406867761275621,0.06071365569646922,-2.4027943219179617,0.058974710099746246,1.3461479995870727,0.04670778602546084,-2.699057243865597,0.1501139485115816,-0.002721487085024516,0.0018278923032685032,0.041305690556764606,0.0028975689967500793,0.4290403822738874,0.15179136106034785
130,-1.41552719762891,0.08221533720164137,-2.3609368119058534,0.051760730249562084,1.36314345344051,0.03887657561351106,-2.3306138711573343,0.07874308012582437,0.0014165629943211874,0.0008845445903796717,0.04496542304754257,0.003659084522234763,0.3393982327093092,0.1139072661450273
135,-1.3449422488466913,0.022637573137078766,-2.402681635240933,0.034541751653673375,1.3312715747629893,0.03085157177420114,-2.4346735640804877,0.06917644319586334,0.002174715201059977,0.00046754547051949336,0.04267146358887355,0.0008857338267650363,0.4306535877743951,0.1155467244333673
140,-1.3387365510223228,0.023094490459579137,-2.437959443485341,0.041830655793682905,1.3603421574117343,0.03934045100604839,-2.5615417132776073,0.09710779658591609,0.002754936416943868,0.000555189004626572,0.04274191121260325,0.001105982547387401,0.4255415532451028,0.12192740510700245
145,-1.345934867951279,0.020301333612313642,-2.4411815404961468,0.040967129333779516,1.3457138581963806,0.01892550917641086,-2.523110294785709,0.07034426544161727,0.002614844838778178,0.0004620305604730409,0.042018339931964875,0.000505887664999851,0.43573774550043615,0.10900577468382112
150,-1.3475682923244119,0.06254643715897129,-2.3919445278337133,0.12407101226787519,1.330228549728871,0.06139493707318936,-2.582709124242744,0.1530835009088573,0.0012354210648738162,0.0036839979332174517,0.041273938675581566,0.003370729506628555,0.4192349438062415,0.10229153230129102
155,-1.3548578329481271,0.06806567250925692,-2.279751595701613,0.1153204746675821,1.1307177140268987,0.13552259880974554,-2.652877849682188,0.17421509721646888,0.0046631176106251065,0.0027342321922310202,0.041233839997409906,0.0048115441653401704,0.4219092402189109,0.17735377336520658
160,-1.3953820178451537,0.04276370394239497,-2.3460877374371725,0.1124110586665761,1.1387851311571915,0.08154908371824182,-2.775101189116194,0.14665219262652482,0.0038007740179697674,0.0006922343154297432,0.0422567829489708,0.0029261829301532724,0.4796176689839188,0.1508216421324418
165,-1.3857997480550825,0.03531204086918219,-2.26185900467552,0.10490966095169987,1.0728059489401003,0.08605248700505948,-2.7113079260103676,0.12736505041042026,0.003996852060292391,0.000704972777870421,0.04446351198142007,0.0028190251931063796,0.5067435110737646,0.09687588931524392
170,-1.371872216786573,0.04356368330499872,-2.1850299582687023,0.09069856081107126,1.191269207790262,0.06350156911174314,-2.752781637500001,0.12733038938759267,0.004264864164429742,0.0009291832714438928,0.04375939131588549,0.0030517312690145136,0.5414827650753138,0.11602304013255113
175,-1.340471913674934,0.02658952242085171,-2.087268167594056,0.050603012452160985,1.177690358848885,0.06391265400353052,-2.5393720933441477,0.06919779801997694,0.004435004393259685,0.0010682308654854412,0.04848473350207011,0.0014178025820137492,0.6056699495602491,0.08706870408184064
180,-1.3342222002945674,0.02162430467589223,-2.068688963960187,0.03854600738845551,1.2043755619850152,0.05036430244171011,-2.472876963527307,0.06256460277653345,0.005246402819951376,0.0006892190052202233,0.04861885021130244,0.001553696211558645,0.6081096990883953,0.07697185043939292
