seconds,vid_au4_mean,vid_au4_std,vid_au6_mean,vid_au6_std,vid_au12_mean,vid_au12_std,vid_au17_mean,vid_au17_std,vid_yaw_mean,vid_yaw_std,vid_pitch_mean,vid_pitch_std,vid_gaze_mean,vid_gaze_std
5,-1.4364961298193704,0.04343448044233919,-2.2928594263442164,0.06390593714367654,1.2058971351414054,0.04390954334590283,-2.2062467702557025,0.17304853002567605,-0.005056018829345703,0.002931713290914743,0.06835449094573656,0.0063037060421364845,0.20370525386647761,0.11678601930350029
10,-1.5150888444815365,0.07048935842924056,-2.3605888774967054,0.08464742308642532,1.2195436136454065,0.05043106703348326,-2.307985780401178,0.18736951218847228,-0.0012772019704182943,0.002778201192427225,0.06828709825873375,0.006130896562635347,0.17216912664093662,0.1226133186522519
15,-1.4908243432629615,0.0567212581159152,-2.385735653967537,0.0714956960280442,1.2242528043719967,0.058847507141256306,-2.4033730421012924,0.2727064988656695,-5.826741456985474e-05,0.004799118974995502,0.05461412290732066,0.008180739386256092,0.15827984638772713,0.04798815710965822
20,-1.5113575770422563,0.05021707736926222,-2.3929712141364767,0.05664572468426442,1.2592338738105486,0.06756579026175452,-2.2454454177506604,0.14640194297118678,-0.002500072717666626,0.0018382046734767054,0.06543046524127324,0.002787752020103106,0.14459247734177344,0.027968102305344376
25,-1.4899048135803517,0.05093811409689356,-2.40887629015729,0.07595951410822922,1.2800071338791925,0.06901297667032298,-2.554791561823559,0.18897867443767685,-0.0016766281922658284,0.0034052081903305736,0.05370085815588633,0.006521567528614287,0.2505941731890667,0.20762732492874214
30,-1.4733804834348319,0.05210688168314595,-2.3711713156210035,0.0635478705102768,1.2479044908516843,0.04357362994050443,-2.4781711504923805,0.18924290809389566,-0.005079268217086792,0.005123661470720778,0.05895722766717275,0.004024536507334055,0.18923919588501098,0.14263572118057977
35,-1.4765506562110702,0.04725044945407733,-2.4245245942290983,0.05155939419313405,1.2465965035900501,0.04367722390177644,-2.596957965578838,0.1493431646540692,0.0008917805552482605,0.002664845684292841,0.05229361668229103,0.0020631623116291963,0.35259411449934963,0.22755500210296536
40,-1.486350934732253,0.04089679702108576,-2.423728863082459,0.05570051972896079,1.2868377235761848,0.051856376421875995,-2.665112762296077,0.16835327332296782,0.002971634864807129,0.0032358646049236595,0.046511801183223726,0.002046262240057664,0.51349419746017,0.13425055782682313
45,-1.4897930667716561,0.03866884832979011,-2.3743702022945246,0.03835958134577593,1.2210220943923222,0.055930776475887345,-2.5326445506463644,0.14787079308139248,-0.0016772113243738811,0.004498803700858953,0.0554626527428627,0.003957635353237149,0.37610562335868203,0.19595056321767224
50,-1.5309369720376014,0.05401834522264097,-2.4100829447824275,0.0605259716941666,1.2769682410649705,0.06463906645948209,-2.5823917481055703,0.22046345581937987,0.00039365867773691815,0.0021509845216349005,0.054822266896565754,0.0065794742045027195,0.24303057178680812,0.18958151634711268
55,-1.4132664442763097,0.08014237915459402,-2.389134312219924,0.0924512034919505,1.2806238048951741,0.08607888172914216,-2.8530172269807412,0.26331663875415906,-0.00069770318310277,0.0030108172364555967,0.03878640880187353,0.0034523818189878858,0.4380463620715055,0.18183690200833294
60,-1.4719320401243559,0.04765535604821127,-2.40301838994512,0.07101457858686795,1.2359610060018253,0.08051126933178197,-2.7201695265395784,0.22212289062372034,-0.0035014094909032187,0.0019586482978321746,0.042325791418552396,0.0026749440005134663,0.3848645752342772,0.1468676016071677
65,-1.50403639164283,0.04099863326444671,-2.377297790204669,0.06045371260646918,1.2173723572280029,0.09819596276406764,-2.601430703715085,0.22633218441370254,-0.003464736739794413,0.001893828841737379,0.04549553801616033,0.002315142559098387,0.2911492997141718,0.12529774045301004
70,-1.508331766923294,0.04497157172725067,-2.3649961560008,0.05516489883341951,1.233299891135219,0.10401929986798601,-2.594598539348979,0.16672074539321136,-0.0020219069719314576,0.00162640283692247,0.04631120602289836,0.002185388462469379,0.3093270891643775,0.16228480067329099
75,-1.5337776219877248,0.053216634268618765,-2.4501594154803783,0.0777378364379057,1.268600658323655,0.057440799212747556,-2.6656279235152023,0.17979247121075329,-6.798833608627319e-05,0.0016972127111293937,0.04572699129581451,0.003570710521947176,0.3299040279189783,0.13712026459832277
80,-1.4983603395393799,0.06339938780051747,-2.427024312795889,0.0662089886877413,1.2420982026877496,0.047163469015035334,-2.6229625235218377,0.18852293708248824,-0.0007283548514048258,0.0015596494338680543,0.04853929539521535,0.005495519671400333,0.3550473824846187,0.15627816389520863
85,-1.5013770769146566,0.057780889957165085,-2.4354679680787696,0.06499134232933967,1.281068647754247,0.06816894109813704,-2.7141888719030742,0.2167402496271411,0.0008846894900004069,0.002863028348929034,0.04153368939956029,0.005144058816763381,0.41089540453780793,0.14624009933419185
90,-1.5480584771706825,0.05424765183711701,-2.420848361787374,0.059714432227265545,1.246093193958597,0.0788135847165536,-2.604018998232131,0.18192390208926165,-0.00019513428211212158,0.0016230769874051268,0.047414271235466,0.0036673827393806768,0.3107176766966011,0.12757167932548114
95,-1.4865588838759836,0.06304554003509738,-2.412291733243903,0.06669070035632185,1.2378346497001962,0.07236997475893583,-2.7354419924558653,0.188975630189721,0.00019331246614456176,0.002010341098275646,0.04322760472695033,0.003329785963915162,0.46199918362887804,0.11138233192823642
100,-1.4893973230287703,0.03517484057518839,-2.429145503634815,0.06268061961346127,1.2981595222306206,0.05694472989455556,-2.8051962554852614,0.1574160814673595,0.0014154229561487834,0.0018774761520011492,0.041141624550024666,0.003091882519943684,0.519860222521713,0.13496002384804426
105,-1.4595686472122216,0.049774860372995174,-2.425277714629041,0.07737363576316493,1.2859034170607975,0.0691980501154631,-2.843266980551027,0.2554605206586594,-0.0013021129369735719,0.001342277578027877,0.040977643926938374,0.0028277435293072826,0.5549182892557104,0.06858911168612733
110,-1.4585861658743802,0.041783615714499275,-2.4862474802781027,0.0832010884845311,1.3086433419544545,0.04834397026853258,-2.690810657901568,0.2135882724837712,0.006410327752431234,0.006149755513438764,0.03829282929499944,0.0027457360633451,0.5702327160414151,0.08397051540770668
115,-1.474226689619865,0.05190722266155564,-2.397089942786938,0.07257685834329332,1.267033911156844,0.03735348566964543,-2.4135050519712657,0.0958086256208345,-0.0009102663397789002,0.004732001172870761,0.045126709640026096,0.0019496459815135478,0.4395461084353574,0.17115100949304302
120,-1.543687064651899,0.03710552933949177,-2.3961573075586373,0.0509972991266113,1.2469732643623135,0.031893770280949474,-2.357494720533857,0.06900358505473851,-0.0016876886288324992,0.0015062530269889544,0.05302817145983378,0.001563662455140831,0.21533605828040905,0.0635769224146686
125,-1.5075247374406062,0.040677078437696954,-2.3687362940864434,0.06716732934397644,1.214938118025688,0.03694798117982609,-2.2931529140112086,0.08033430333229577,-0.0035580458243687947,0.0011324169107173635,0.052795582811037696,0.0029144288471679397,0.25518177426102634,0.1724644790257217
