held_out_session,model,target,condition,ccc,pearson_r,mse,rmse,pred_dispersion
1,MeanBaseline,arousal,circ_shift,2.3837204879898657e-31,,0.4617723228734089,0.6795383159715197,1.3441112808767972e-15
1,RidgeCV,arousal,circ_shift,-0.030097582654326185,-0.08337682632080146,0.5497018562171655,0.7414188129641475,0.22058456191113765
1,SVR,arousal,circ_shift,-0.07905237981831326,-0.11731589402293639,0.5880385268574471,0.7668367015587133,0.4204955178571064
1,XGBoost,arousal,circ_shift,0.019264669662132944,0.05352103984678269,0.5008619662221152,0.7077160208884036,0.21049572493752003
1,CatBoost,arousal,circ_shift,0.07341755283627174,0.16956944695282627,0.5103575681944521,0.7143931467997521,0.2730755481791223
1,CatBoostOptuna,arousal,circ_shift,0.10297800281579567,0.17478146852623613,0.7116748737898518,0.843608246634569,0.535263517162316
1,Ensemble,arousal,circ_shift,-0.01163040025717217,-0.03453324830354523,0.519170324510869,0.7205347489960974,0.19791797615418302
1,MeanBaseline,arousal,label_ar_combined,3.053773484752453e-31,,0.4305388667276779,0.6561546058115251,7.035968922239893e-16
1,RidgeCV,arousal,label_ar_combined,0.3912261493304799,0.4534833333108804,0.32345235697505986,0.5687287200195361,0.5753051512115377
1,SVR,arousal,label_ar_combined,0.41854325205828813,0.418562774142604,0.46428571428515686,0.6813851438688379,1.0021322459406379
1,XGBoost,arousal,label_ar_combined,0.38756262173262424,0.4360445174106829,0.335732519703817,0.5794243002358609,0.6115333737138151
1,CatBoost,arousal,label_ar_combined,0.387990899382041,0.4426724331827619,0.3300903932648028,0.5745349365049987,0.5933233679390912
1,CatBoostOptuna,arousal,label_ar_combined,0.38063243606537595,0.3902025846041156,0.40506632710289586,0.6364482124280779,0.8007016512783641
1,Ensemble,arousal,label_ar_combined,0.4224299754675481,0.45024757158466033,0.3424210165629175,0.5851675115408557,0.6981303243093775
1,MeanBaseline,arousal,label_ar_own,3.053773484752453e-31,,0.4305388667276779,0.6561546058115251,7.035968922239893e-16
1,RidgeCV,arousal,label_ar_own,0.4028837768304348,0.461397934078706,0.32172797036101564,0.5672106930947403,0.5904885348951767
1,SVR,arousal,label_ar_own,0.4185432520578943,0.4185627741422095,0.46428571428550003,0.6813851438690897,1.0021322459407027
1,XGBoost,arousal,label_ar_own,0.4049028846054608,0.44576948082147627,0.33538860036165974,0.579127447425573,0.6425077614489231
1,CatBoost,arousal,label_ar_own,0.40705463087508953,0.45203960518442254,0.33054239660422813,0.5749281664731936,0.6300370510494416
1,CatBoostOptuna,arousal,label_ar_own,0.40262110020453723,0.4046111581851215,0.4330708424518406,0.6580811822654106,0.9054096710807726
1,Ensemble,arousal,label_ar_own,0.43031433899795424,0.4549831418688228,0.34341178301416664,0.5860134665809026,0.7155628805730477
1,MeanBaseline,arousal,label_ar_partner,3.053773484752453e-31,,0.4305388667276779,0.6561546058115251,7.035968922239893e-16
1,RidgeCV,arousal,label_ar_partner,-0.05719790430602794,-0.23650183144387638,0.4514029694419643,0.6718652911424762,0.12960779252534865
1,SVR,arousal,label_ar_partner,-9.995084612865173e-13,-0.23539724505455287,0.41964285714351235,0.6477984695439719,2.2363631191849346e-12
1,XGBoost,arousal,label_ar_partner,-0.09503718859755488,-0.24825854316078005,0.46757880365730353,0.6837973410721216,0.205160010194956
1,CatBoost,arousal,label_ar_partner,-0.0897272405817925,-0.2533228874672023,0.4638605144148765,0.6810730609963049,0.18923299686839673
1,CatBoostOptuna,arousal,label_ar_partner,-0.09502832625997543,-0.2289323431366828,0.4711489955839252,0.6864029396673103,0.22415902542974606
1,Ensemble,arousal,label_ar_partner,-0.05167416865762683,-0.26018895489748695,0.42478948241316866,0.651758760902505,0.10068263595032213
1,MeanBaseline,arousal,lag_0,2.3837204879898657e-31,,0.4617723228734089,0.6795383159715197,1.3441112808767972e-15
1,RidgeCV,arousal,lag_0,0.00433896995054785,0.01099143427147838,0.5017434411485603,0.7083385074585176,0.22779411127051913
1,SVR,arousal,lag_0,-0.057127857788254126,-0.08250802534342416,0.5365969617488839,0.732527789062561,0.40245048970694386
1,XGBoost,arousal,lag_0,0.03226277511132841,0.0738741092004725,0.48673070622327025,0.6976608819643468,0.25152478422067254
1,CatBoost,arousal,lag_0,0.1517085727933082,0.29232282459063075,0.48610872022071683,0.6972149741799274,0.3405459760599068
1,CatBoostOptuna,arousal,lag_0,0.1872216223615857,0.2824724835764296,0.5158626553867304,0.7182357937242688,0.48170574569515856
1,Ensemble,arousal,lag_0,0.03685774822959395,0.09814255681208603,0.46793874865900675,0.6840604861114307,0.20893443743017065
1,MeanBaseline,arousal,lag_1,0.0,,0.4563000425111996,0.675499846418339,0.0
1,RidgeCV,arousal,lag_1,-0.006564410113737438,-0.016808249212913087,0.500942271039067,0.7077727538123144,0.226427507064774
1,SVR,arousal,lag_1,-0.04089974002876625,-0.06588539935307111,0.5038157795058279,0.7097998165016866,0.35002904116612904
1,XGBoost,arousal,lag_1,0.05442657390758109,0.12862810750455797,0.46930337414530293,0.6850572050167073,0.24464896518795604
1,CatBoost,arousal,lag_1,0.15841283137401374,0.3110192941866934,0.4761984335001736,0.6900713249369036,0.3357389517078633
1,CatBoostOptuna,arousal,lag_1,0.18449716488752174,0.24885577227692982,0.5444383121016728,0.7378606318958024,0.576600520221868
1,Ensemble,arousal,lag_1,0.04316461713628999,0.1107655101066109,0.46429917983473507,0.6813950248092036,0.22028954155522082
1,MeanBaseline,arousal,lag_2,4.575563735839702e-31,,0.4462308373173431,0.6680051177328982,1.3741164933249653e-15
1,RidgeCV,arousal,lag_2,-0.04719333164224631,-0.12515732198628993,0.5237720828168936,0.7237209979107236,0.22571297762739229
1,SVR,arousal,lag_2,-0.05691642895536055,-0.09161730017744646,0.52062402084693,0.7215428059699092,0.3662354526705298
1,XGBoost,arousal,lag_2,0.054473706504379917,0.12386719292785496,0.46698359949606755,0.6833619827705281,0.2599413226637057
1,CatBoost,arousal,lag_2,0.14140925559056608,0.2712710463756046,0.49656349636081837,0.7046726164403001,0.3608109065348391
1,CatBoostOptuna,arousal,lag_2,0.06463517283909352,0.12475594421845365,0.6241696743088329,0.790044096433125,0.4137575884294135
1,Ensemble,arousal,lag_2,0.024499456878892933,0.06844368403748664,0.4790672765368799,0.692146860526637,0.21038208055109822
1,MeanBaseline,arousal,lag_3,-1.6937546200249642e-31,,0.4409437779983619,0.6640359764337787,6.934919016339402e-16
1,RidgeCV,arousal,lag_3,-0.03585242267564817,-0.09283549809509122,0.5253204924203481,0.7247899643485333,0.2388049047105166
1,SVR,arousal,lag_3,-0.030442416141931255,-0.04773733251059844,0.4924345600094614,0.7017368167692652,0.37158495212442494
1,XGBoost,arousal,lag_3,-0.005575423174828407,-0.012963591196011518,0.5269152911663564,0.7258893105469706,0.27478372731143536
1,CatBoost,arousal,lag_3,0.12713056740271458,0.2724814570222616,0.5014297141236986,0.7081170200776836,0.32680309690573256
1,CatBoostOptuna,arousal,lag_3,0.05529004757981445,0.11891210810067748,0.9690183946977292,0.9843873194519164,0.5815228251004377
1,Ensemble,arousal,lag_3,0.03164289364334518,0.0857115742180915,0.46867250896611534,0.6845966030927376,0.21786276214689976
1,MeanBaseline,arousal,lag_4,3.053773484752453e-31,,0.4305388667276779,0.6561546058115251,7.035968922239893e-16
1,RidgeCV,arousal,lag_4,-0.027464740522396138,-0.07214453374238013,0.5135716568888575,0.7166391399364519,0.23882708454209378
1,SVR,arousal,lag_4,0.025496220379799067,0.03961785656475199,0.45011609848180417,0.6709069223683746,0.37308108757642544
1,XGBoost,arousal,lag_4,0.019209507549259187,0.04898327337680957,0.5082686217953976,0.7129296050771055,0.255072046385121
1,CatBoost,arousal,lag_4,0.12593926562913663,0.25508301263560645,0.4902856705264293,0.70020402064429,0.3475878568296929
1,CatBoostOptuna,arousal,lag_4,0.10115402333219756,0.1720551881738009,0.6373905918784941,0.7983674541703802,0.5232547089724547
1,Ensemble,arousal,lag_4,0.04635774442330231,0.13173670930704715,0.4511943756978044,0.6717100384077972,0.2089638033037939
1,MeanBaseline,arousal,lag_400ms,2.3837204879898657e-31,,0.4617723228734089,0.6795383159715197,1.3441112808767972e-15
1,RidgeCV,arousal,lag_400ms,0.019259770792064243,0.04869405136440237,0.4965736922744516,0.7046798509070992,0.2293215904507157
1,SVR,arousal,lag_400ms,-0.02652910452037481,-0.042860939821653454,0.5037381031651031,0.7097450973167079,0.34780390942434264
1,XGBoost,arousal,lag_400ms,0.03362673565774365,0.07412836017741914,0.48421185383213106,0.6958533278156619,0.2602740383260955
1,CatBoost,arousal,lag_400ms,0.16069195839131414,0.3085896603626185,0.47264406324394753,0.6874911368475579,0.3357883458161077
1,CatBoostOptuna,arousal,lag_400ms,0.16589321544457392,0.2511822305678086,0.5389378074552658,0.7341238365938445,0.4886486829438434
1,Ensemble,arousal,lag_400ms,0.05785411906447994,0.14912626212046903,0.4591380880610186,0.6775972904764441,0.2164937400893186
1,MeanBaseline,arousal,missingness,2.3837204879898657e-31,,0.4617723228734089,0.6795383159715197,1.3441112808767972e-15
1,RidgeCV,arousal,missingness,0.011298801810325604,0.1575890772903541,0.48311019434667557,0.6950612881945559,0.040116907068010715
1,SVR,arousal,missingness,-0.006604420255231684,-0.1550591824524259,0.46585097259118824,0.6825327630166835,0.022571759127071253
1,XGBoost,arousal,missingness,0.049000842248290884,0.14534038775298802,0.7466882929800845,0.8641112734943831,0.3031213058633155
1,CatBoost,arousal,missingness,0.028895231393213608,0.11372143503710529,0.7396169758109669,0.8600098696009058,0.22159739566371633
1,CatBoostOptuna,arousal,missingness,-0.012705273975237023,-0.10388022134498803,1.1208150409812212,1.058685525064559,0.1550037016821124
1,Ensemble,arousal,missingness,0.018891818409249504,0.12110262577423131,0.4731352759319297,0.6878482942712948,0.08614471876460553
1,MeanBaseline,arousal,own_signal,0.0,,0.46155895666808855,0.6793813043262882,0.0
1,RidgeCV,arousal,own_signal,0.0018803692135927748,0.0038486747025141036,0.4889662698772988,0.6992612314988575,0.27407426231529386
1,SVR,arousal,own_signal,-0.045666101943123996,-0.06912945977276347,0.5346784092110082,0.7312170739329109,0.38678570913770743
1,XGBoost,arousal,own_signal,-0.020397924532467103,-0.05378506814082635,0.4630140481827212,0.6804513562207964,0.19705564558336675
1,CatBoost,arousal,own_signal,0.04827823734223646,0.1685750820946368,0.4244743112980945,0.6515169309374044,0.14626467838951862
1,CatBoostOptuna,arousal,own_signal,0.1078729856691915,0.2703153657038194,0.40705389276693466,0.638007752905037,0.20850055279283758
1,Ensemble,arousal,own_signal,-0.0055517349154981,-0.012856733956249193,0.4620036250338307,0.67970848533311,0.22718468455393115
1,MeanBaseline,arousal,random_dyad,2.4033622873193943e-31,,0.4670497791920097,0.6834104031927006,6.843767441422247e-16
1,RidgeCV,arousal,random_dyad,0.09550897672556158,0.2697641649486504,0.4162994046723054,0.6452126817354921,0.1935002415362068
1,SVR,arousal,random_dyad,0.023008703115047612,0.15624344560093076,0.42082339743046693,0.6487090237005085,0.07532160480108899
1,XGBoost,arousal,random_dyad,0.08454742583164941,0.1500532488425346,0.4268538891965161,0.6533405614199352,0.31197401903078065
1,CatBoost,arousal,random_dyad,0.05899007161005712,0.14002811087223194,0.42313302657068136,0.6504867612570462,0.22493988104499046
1,CatBoostOptuna,arousal,random_dyad,0.11850308203285392,0.13034576318440114,0.527004024259543,0.7259504282384184,0.6454251858399288
1,Ensemble,arousal,random_dyad,0.060549495584876704,0.22482762980586254,0.4058063371306171,0.637029306335758,0.1381420247019345
1,MeanBaseline,valence,circ_shift,-7.954041706128261e-31,,0.03459675557056562,0.1860020310925814,2.3881458746251975e-15
1,RidgeCV,valence,circ_shift,0.027170117024388128,0.05486941428129062,0.03606611403728373,0.18991080547794992,0.26544521323342773
1,SVR,valence,circ_shift,1.6042141006617423e-05,0.028535541602730995,0.03488392597250763,0.18677239081970234,0.0002835696826897325
1,XGBoost,valence,circ_shift,0.03543556167844895,0.0537161624677511,0.03911231801540521,0.19776834432083717,0.3867834794530417
1,CatBoost,valence,circ_shift,0.039842416823115206,0.07399538686674767,0.03872614338165141,0.19678959164968915,0.3140176265957506
