seconds,aud_F0semitoneFrom27.5Hz_sma3nz_amean,aud_F0semitoneFrom27.5Hz_sma3nz_stddevNorm,aud_loudness_sma3_amean,aud_loudness_sma3_stddevNorm,aud_jitterLocal_sma3nz_amean,aud_shimmerLocaldB_sma3nz_amean,aud_HNRdBACF_sma3nz_amean
5,24.06234359741211,0.13293340802192688,0.25970274209976196,0.3939597010612488,0.040372334420681,1.1466020345687866,3.4856150150299072
10,24.513450622558594,0.11331462860107422,0.34182125329971313,0.36956751346588135,0.019506575539708138,1.1481118202209473,3.9679136276245117
15,24.508563995361328,0.08530430495738983,0.302600234746933,0.5338740348815918,0.014417297206819057,1.0054874420166016,4.878796100616455
20,25.189104080200195,0.09085189551115036,0.2811015546321869,0.39520877599716187,0.025310775265097618,1.3327189683914185,3.5778825283050537
25,24.391536712646484,0.06807851791381836,0.32306402921676636,0.39552146196365356,0.01846735179424286,1.1652079820632935,4.389944553375244
30,25.09571647644043,0.07870416343212128,0.3486909568309784,0.5240345597267151,0.012126249261200428,1.203993797302246,4.2259440422058105
35,24.089786529541016,0.06882486492395401,0.3763319253921509,0.3792615830898285,0.017768384888768196,1.2344791889190674,3.0460355281829834
40,24.215049743652344,0.1168394461274147,0.28803664445877075,0.41727790236473083,0.013713818043470383,0.9748030304908752,4.1099958419799805
45,24.746623992919922,0.15214653313159943,0.2979046702384949,0.5754787921905518,0.016525784507393837,1.2478694915771484,3.588425874710083
50,24.742795944213867,0.08566028624773026,0.378307968378067,0.5356893539428711,0.02249765396118164,1.3209598064422607,2.8961703777313232
55,25.333999633789062,0.15781858563423157,0.36306366324424744,0.5997267961502075,0.038235798478126526,1.2776868343353271,2.6911914348602295
60,25.305265426635742,0.07009158283472061,0.43831896781921387,0.3656742572784424,0.02139289490878582,1.066516399383545,4.564157009124756
65,26.503021240234375,0.11187920719385147,0.37676331400871277,0.44702643156051636,0.01990175060927868,1.1685110330581665,3.7077550888061523
70,24.808414459228516,0.0750410184264183,0.3619461953639984,0.5039539933204651,0.010647667571902275,1.0810365676879883,4.26479959487915
75,25.41878318786621,0.11808698624372482,0.41777297854423523,0.4323764145374298,0.023430246859788895,1.1877212524414062,4.190281867980957
80,22.21204376220703,0.08114827424287796,0.2724519371986389,0.4323773980140686,0.01930106244981289,1.352367639541626,2.060533285140991
85,21.177452087402344,0.13130062818527222,0.2407301366329193,0.32794418931007385,0.05689440667629242,1.522721290588379,1.2651950120925903
90,31.784976959228516,0.11240902543067932,0.295862078666687,0.5785866975784302,0.019922055304050446,1.297911286354065,3.880336046218872
95,32.69051742553711,0.08250732719898224,0.3847101628780365,0.3919621407985687,0.024668274447321892,1.2644232511520386,4.889437675476074
100,34.37952423095703,0.10362798720598221,0.3300265371799469,0.542665958404541,0.028063606470823288,1.3029711246490479,4.989890098571777
105,32.59586715698242,0.10645303875207901,0.34660011529922485,0.5342791676521301,0.029746703803539276,1.2434560060501099,5.341824531555176
110,30.488147735595703,0.06180174648761749,0.3235628306865692,0.4389459788799286,0.024179629981517792,1.339612603187561,3.313929796218872
115,32.14525604248047,0.0868021547794342,0.37432053685188293,0.4791639745235443,0.029168827459216118,1.353293538093567,4.737366676330566
120,30.671499252319336,0.0906793475151062,0.31373363733291626,0.35987892746925354,0.020970353856682777,1.2596298456192017,4.322237014770508
125,29.710262298583984,0.12573376297950745,0.27756187319755554,0.38001227378845215,0.024319719523191452,1.3070718050003052,3.6185240745544434
130,33.70429992675781,0.12718777358531952,0.2893945574760437,0.48819392919540405,0.0335097573697567,1.4336241483688354,5.737029552459717
135,31.879648208618164,0.1786631941795349,0.30226847529411316,0.5245693922042847,0.03719612583518028,1.2754267454147339,5.715383052825928
140,30.448732376098633,0.11346074938774109,0.27190735936164856,0.4385599195957184,0.02269580587744713,1.3596261739730835,4.5926995277404785
145,29.27064323425293,0.09945595264434814,0.26395222544670105,0.3192429542541504,0.0331728421151638,1.422268033027649,2.3002114295959473
150,32.137596130371094,0.1479138880968094,0.19935902953147888,0.44872668385505676,0.021954266354441643,1.3365997076034546,6.261660575866699
155,32.41069412231445,0.14865443110466003,0.2834976315498352,0.3912135064601898,0.06073623150587082,1.4560211896896362,4.825684547424316
160,28.038129806518555,0.13693401217460632,0.2356896698474884,0.3030860126018524,0.031629081815481186,1.3206273317337036,3.2647788524627686
165,26.34912109375,0.16897322237491608,0.25716131925582886,0.5102543830871582,0.020850256085395813,1.1594643592834473,4.184667587280273
170,27.360851287841797,0.14152508974075317,0.34636548161506653,0.5398756265640259,0.02796087972819805,1.2143008708953857,4.397414207458496
175,24.568592071533203,0.07786807417869568,0.32609233260154724,0.4664043188095093,0.01676214672625065,1.1683422327041626,3.412132978439331
180,27.106746673583984,0.13320352137088776,0.36917397379875183,0.45608291029930115,0.024779850617051125,1.337014079093933,3.9559338092803955
185,23.665239334106445,0.11300845444202423,0.37472569942474365,0.3553468585014343,0.030830075964331627,1.2902015447616577,2.831852436065674
190,28.98482322692871,0.12492325156927109,0.3210154175758362,0.676730215549469,0.026113420724868774,1.230904221534729,4.165217876434326
195,26.54625129699707,0.0742834135890007,0.46249112486839294,0.4265998303890228,0.019100425764918327,1.3034251928329468,3.7608518600463867
200,26.40690803527832,0.08507546782493591,0.4454726278781891,0.5851889252662659,0.02346511371433735,1.2628711462020874,3.782512664794922
205,26.019878387451172,0.06510680913925171,0.4528709650039673,0.5562861561775208,0.019639264792203903,1.2291340827941895,4.421100616455078
210,26.723644256591797,0.1202324628829956,0.36284035444259644,0.5323161482810974,0.020285164937376976,1.213430404663086,3.982388496398926
215,25.555652618408203,0.08208131790161133,0.4055536389350891,0.506799042224884,0.025381745770573616,1.3103834390640259,3.647526502609253
220,25.93964958190918,0.07158686220645905,0.38534897565841675,0.5276710391044617,0.016758672893047333,1.2310384511947632,4.069901466369629
225,25.294815063476562,0.07278735935688019,0.3995427191257477,0.4704488515853882,0.018541498109698296,1.1367539167404175,4.052220344543457
230,26.92912483215332,0.07200296968221664,0.44094154238700867,0.577507495880127,0.011924888007342815,0.9860271215438843,5.605582237243652
235,27.130197525024414,0.05006331950426102,0.40493243932724,0.5321183800697327,0.01572253741323948,1.2574840784072876,4.941532611846924
