seconds,aud_F0semitoneFrom27.5Hz_sma3nz_amean,aud_F0semitoneFrom27.5Hz_sma3nz_stddevNorm,aud_loudness_sma3_amean,aud_loudness_sma3_stddevNorm,aud_jitterLocal_sma3nz_amean,aud_shimmerLocaldB_sma3nz_amean,aud_HNRdBACF_sma3nz_amean
5,26.98183822631836,0.13100944459438324,0.5936925411224365,0.592290997505188,0.026903441175818443,1.2729017734527588,3.5036258697509766
10,29.96824836730957,0.10848574340343475,0.728558361530304,0.5117290616035461,0.02960851415991783,1.600179672241211,2.8751883506774902
15,29.834346771240234,0.14256194233894348,0.6693183183670044,0.6335246562957764,0.02964579500257969,1.3904900550842285,3.3446614742279053
20,30.631290435791016,0.056293778121471405,0.6567981243133545,0.6225932836532593,0.015360160730779171,1.1515674591064453,5.841895580291748
25,28.89827537536621,0.15123964846134186,0.5358757972717285,0.7414090633392334,0.03353158384561539,1.3971720933914185,2.9989399909973145
30,32.440731048583984,0.0907389298081398,0.6953490972518921,0.5641441941261292,0.02671683579683304,1.23631751537323,5.506099700927734
35,29.63826560974121,0.05574328452348709,0.4064796268939972,0.7890782952308655,0.023522458970546722,1.3844515085220337,4.275742530822754
40,29.067665100097656,0.1134035661816597,0.5412057638168335,0.8264868259429932,0.030957890674471855,1.4032351970672607,3.058077335357666
45,27.724681854248047,0.10631245374679565,0.40263840556144714,0.7828500866889954,0.04156702384352684,1.5370562076568604,2.5032665729522705
50,31.22574234008789,0.09941358864307404,0.5694608092308044,0.7395665645599365,0.02634076029062271,1.3055791854858398,4.26459264755249
55,30.669281005859375,0.07582239806652069,0.5802773237228394,0.6836604475975037,0.025375377386808395,1.3396904468536377,5.001627445220947
60,29.413375854492188,0.09853903949260712,0.5551345348358154,0.610471785068512,0.024878405034542084,1.3601932525634766,4.429883003234863
65,28.519861221313477,0.1312495917081833,0.43264254927635193,0.7286761403083801,0.0350031703710556,1.380169153213501,3.5007638931274414
70,31.003469467163086,0.06497719883918762,0.5979284048080444,0.6069968938827515,0.028480270877480507,1.3408523797988892,3.55147123336792
75,29.500511169433594,0.08920742571353912,0.561080813407898,0.7080885171890259,0.02590944804251194,1.3900346755981445,3.0599095821380615
80,30.924678802490234,0.06497834622859955,0.5998115539550781,0.6199653744697571,0.024131419137120247,1.4200206995010376,3.6999173164367676
85,30.97393798828125,0.09541444480419159,0.748252809047699,0.4918421506881714,0.025709763169288635,1.378600001335144,4.0246148109436035
90,28.962759017944336,0.14863932132720947,0.3190694749355316,0.8676660656929016,0.029206063598394394,1.4137287139892578,3.76546049118042
95,29.04595375061035,0.12948039174079895,0.42893901467323303,0.7545368671417236,0.02587583288550377,1.3971061706542969,4.978071689605713
100,28.389408111572266,0.24015353620052338,0.3464556932449341,0.7689511775970459,0.06316915899515152,1.4545228481292725,0.6657371520996094
105,34.19227600097656,0.19444674253463745,0.3002009391784668,0.6458988785743713,0.024399740621447563,0.965755820274353,7.190182209014893
110,32.883262634277344,0.0825105682015419,0.3764124810695648,0.40941163897514343,0.02238624170422554,1.1582106351852417,5.443009376525879
115,34.225120544433594,0.12004781514406204,0.36414292454719543,0.37856605648994446,0.03167028725147247,1.2697904109954834,5.7548136711120605
120,34.111270904541016,0.09276270866394043,0.3745960295200348,0.3847105801105499,0.026580577716231346,1.2015961408615112,5.890661716461182
125,34.0786247253418,0.10166928917169571,0.34721246361732483,0.3719788193702698,0.021676646545529366,1.1434032917022705,6.2779011726379395
130,33.90382385253906,0.10214011371135712,0.34138238430023193,0.4480443298816681,0.021725783124566078,1.294991374015808,5.598900318145752
135,29.684011459350586,0.13072817027568817,0.694312572479248,0.5307241678237915,0.034673016518354416,1.4068166017532349,3.0593409538269043
140,35.156341552734375,0.17657634615898132,0.5124118328094482,0.5376073718070984,0.04257509484887123,1.3110049962997437,5.85819149017334
145,32.44284439086914,0.1191849485039711,0.5291059613227844,0.5140486359596252,0.030615733936429024,1.4139155149459839,3.9697680473327637
150,30.022640228271484,0.0941108837723732,0.4574957489967346,0.6796827912330627,0.03039952553808689,1.2812680006027222,3.890990972518921
155,35.24279022216797,0.13564245402812958,0.4956738352775574,0.5841072797775269,0.028598031029105186,1.4087437391281128,5.558008193969727
160,35.1983757019043,0.07627002149820328,0.43803757429122925,0.34424808621406555,0.02232712134718895,1.3022797107696533,6.382503986358643
165,34.19827651977539,0.08512076735496521,0.3932119905948639,0.4618350565433502,0.02723545767366886,1.3825093507766724,4.63880729675293
170,35.261531829833984,0.10747343301773071,0.5207880735397339,0.4559859037399292,0.03366433084011078,1.2901158332824707,5.73840856552124
175,35.039306640625,0.05499360337853432,0.4228547215461731,0.4129592776298523,0.021713975816965103,1.2609964609146118,6.6042680740356445
180,36.59367752075195,0.07300429791212082,0.538011908531189,0.4606769382953644,0.02048315480351448,1.1835819482803345,6.510436534881592
185,35.93210983276367,0.06504908204078674,0.5356488823890686,0.5184587836265564,0.019348090514540672,1.1678087711334229,6.176355838775635
190,36.60809326171875,0.055370088666677475,0.4997083842754364,0.47781097888946533,0.018726464360952377,1.237897515296936,7.065714359283447
195,35.78744125366211,0.0797707736492157,0.55495285987854,0.4473586976528168,0.017475320026278496,1.2910130023956299,5.723509311676025
200,35.79408645629883,0.07695169001817703,0.5140575170516968,0.4434448182582855,0.027035169303417206,1.2508418560028076,6.266711235046387
205,35.11977767944336,0.07918410748243332,0.43578851222991943,0.35245075821876526,0.022626303136348724,1.3178035020828247,6.039819240570068
210,35.14400863647461,0.11723162233829498,0.3795839846134186,0.4332231283187866,0.0368383452296257,1.4755560159683228,5.285531997680664
215,29.929651260375977,0.132920503616333,0.5117601752281189,0.821168065071106,0.03358447924256325,1.4890434741973877,2.9993696212768555
220,29.808605194091797,0.13753408193588257,0.7464562654495239,0.5496172904968262,0.0471896231174469,1.4999796152114868,3.64127516746521
225,30.71561050415039,0.10559538751840591,0.6355270147323608,0.6126862168312073,0.0427897647023201,1.3348175287246704,4.101605415344238
230,29.355310440063477,0.09544119983911514,0.6481461524963379,0.6102319955825806,0.029691992327570915,1.4126334190368652,3.04217267036438
